iter	RMSE
336	0.2580355287
337	0.2577343168
338	0.2571937456
339	0.2564862668
340	0.2563677359
341	0.2562512161
342	0.2561366706
343	0.2553052371
344	0.2549972062
345	0.2544173117
346	0.253797952
347	0.2534880256
348	0.2529115183
349	0.2521055652
350	0.2515496575
351	0.2509978477
352	0.250215954
353	0.2494381353
354	0.2491439438
355	0.2486465505
356	0.2481120398
357	0.2473639385
358	0.2470389883
359	0.2465167951
360	0.246002094
361	0.2454947743
362	0.2449947268
363	0.2444523814
364	0.2441905615
365	0.2436971564
366	0.2432108061
367	0.2429257186
368	0.2424456442
369	0.2421892442
370	0.2419069707
371	0.2414330702
372	0.2409659353
373	0.2405054673
374	0.2400515687
375	0.2396041439
376	0.2394875853
377	0.2391017744
378	0.238665118
379	0.2381308031
380	0.2376998293
381	0.2372749924
382	0.2369913827
383	0.2363293957
384	0.2356771844
385	0.2352660227
386	0.234860715
387	0.2344611768
388	0.2339370944
389	0.2336621725
390	0.2333955938
391	0.2331276958
392	0.2328635265
393	0.2325191064
394	0.2322588072
395	0.2318656342
396	0.2315081996
397	0.2311247012
398	0.2308633625
399	0.2304865041
400	0.2301438773
401	0.2298881532
402	0.22952003
403	0.2292677317
404	0.229009649
405	0.2286765432
406	0.228164401
407	0.2278054073
408	0.2275602611
409	0.2269876388
410	0.2266382193
411	0.2263904049
412	0.2260454477
413	0.2257955957
414	0.2253018571
415	0.2249889673
416	0.2246806957
417	0.2243467573
418	0.224046525
419	0.2238132461
420	0.2232578075
421	0.222750699
422	0.2222571144
423	0.2219499993
424	0.2214798209
425	0.2211567954
426	0.2209135698
427	0.2205363032
428	0.2203135974
429	0.2198604383
430	0.2195417924
431	0.2192276494
432	0.218939001
433	0.2186544674
434	0.2184408043
435	0.2182319127
436	0.2179301784
437	0.2176931897
438	0.2174888595
439	0.2172157071
440	0.2169191067
441	0.2166849041
442	0.2163920573
443	0.2162395096
444	0.2159868012
445	0.2157009524
446	0.2154690318
447	0.2152766694
448	0.2151283135
449	0.2148987445
450	0.2146166055
451	0.2141406318
452	0.2139110453
453	0.213652829
454	0.2133767718
455	0.2131501984
456	0.2129268249
457	0.2127062136
458	0.2124328249
459	0.2122152768
460	0.2120007924
461	0.2117304791
462	0.2115826956
463	0.2113702173
464	0.2112247467
465	0.2109576334
466	0.2107479046
467	0.2106045639
468	0.2103749809
469	0.2101335761
470	0.2099923666
471	0.2097544115
472	0.2095199091
473	0.2093020254
474	0.2091628495
475	0.2089121251
476	0.2087044427
477	0.208235666
478	0.2077793485
479	0.2075312149
480	0.2073252814
481	0.2070803193
482	0.2068582894
483	0.2066547561
484	0.2064541013
485	0.2062350146
486	0.2060968858
487	0.205880932
488	0.2056818212
489	0.2055456891
490	0.2053498958
491	0.2051142154
492	0.2049032958
493	0.2047690657
494	0.2045729652
495	0.2043676198
496	0.2039193894
497	0.2037871701
498	0.2035843348
499	0.2033844476
500	0.2031895148
501	0.2029977792
502	0.2028005228
503	0.2026061333
504	0.2024757026
505	0.2022583643
506	0.2020689191
507	0.2018822258
508	0.201691788
509	0.2015040641
510	0.201293546
511	0.2010860882
512	0.2009152224
513	0.200729525
514	0.2003198375
515	0.2001417545
516	0.1999349221
517	0.1996953446
518	0.1995193084
519	0.1993427291
520	0.1991784286
521	0.1987688016
522	0.1985701419
523	0.1983371297
524	0.1981661916
525	0.1979976896
526	0.1978273706
527	0.1976029858
528	0.1974392107
529	0.197243259
530	0.1970501897
531	0.1968600714
532	0.1966426002
533	0.1964312107
534	0.1962419408
535	0.1960911088
536	0.1956581517
537	0.1954767177
538	0.1953464655
539	0.1951638627
540	0.1948229456
541	0.1944880442
542	0.1940649939
543	0.1939296268
544	0.1938008119
545	0.1936257305
546	0.1934989819
547	0.1930866349
548	0.1929368974
549	0.1927497351
550	0.19244397
551	0.1923145359
552	0.1919342207
553	0.191751332
554	0.1915826818
555	0.1913723597
556	0.1912472499
557	0.1909530715
558	0.1906406426
559	0.1903336772
560	0.1899326215
561	0.1897924036
562	0.1896144584
563	0.1894091419
564	0.1892872526
565	0.189113799
566	0.1889433269
567	0.1888198249
568	0.188683353
569	0.1884848903
570	0.1881658849
571	0.1879735396
572	0.1878521535
573	0.1877186911
574	0.1875964314
575	0.1874800931
576	0.1873590172
577	0.1870795543
578	0.1869241748
579	0.186632663
580	0.1863462187
581	0.1859577108
582	0.1858263346
583	0.1856751272
584	0.1855613165
585	0.1852795987
586	0.1849589931
587	0.1846526053
588	0.1845077693
589	0.1841941533
590	0.1840654434
591	0.1838712065
592	0.1835338658
593	0.1833430504
594	0.1830346338
595	0.1829079697
596	0.1826344776
597	0.1825312358
598	0.1822057446
599	0.1819376952
600	0.1818122925
601	0.1815840119
602	0.1814410943
603	0.1813178532
604	0.181196886
605	0.1810781463
606	0.1809617436
607	0.1806968801
608	0.1804694449
609	0.1803286105
610	0.1800372009
611	0.1797180532
612	0.179580348
613	0.1794635637
614	0.1793489325
615	0.1792364109
616	0.1791259561
617	0.1788400412
618	0.1787313741
619	0.1786246962
620	0.1784884074
621	0.178325421
622	0.1781472273
623	0.1778275797
624	0.1775510948
625	0.1772567508
626	0.1771212691
627	0.1769868657
628	0.176856566
629	0.1767246833
630	0.1766186851
631	0.1763087151
632	0.1760602161
633	0.1757602536
634	0.1756549885
635	0.1755710292
636	0.1753003337
637	0.1751763699
638	0.1750740672
639	0.1748285554
640	0.1745302757
641	0.1743502539
642	0.1741096475
643	0.1738956382
644	0.1737892585
645	0.1734999472
646	0.1733736059
647	0.1732761224
648	0.1729243893
649	0.1726338329
650	0.1724236798
651	0.1723287398
652	0.1721055132
653	0.1720119214
654	0.1717118178
655	0.1714277926
656	0.1711924269
657	0.1711000742
658	0.1706744494
659	0.170255418
660	0.1700250523
661	0.1698014946
662	0.169711227
663	0.1694871535
664	0.1693996211
665	0.1693136772
666	0.1692079458
667	0.1690843631
668	0.1689998507
669	0.1689168709
670	0.1687963648
671	0.1687148633
672	0.1684860299
673	0.1681833578
674	0.1678865473
675	0.1675961363
676	0.1674765217
677	0.1673635292
678	0.1671416281
679	0.1670388939
680	0.1669235143
681	0.1668213769
682	0.1665292138
683	0.1664200668
684	0.1663242468
685	0.1662125739
686	0.166099183
687	0.1659065763
688	0.165801136
689	0.165707609
690	0.1652859692
691	0.1650016025
692	0.164892967
693	0.1646191989
694	0.164453068
695	0.1639309091
696	0.163839277
697	0.1637492454
698	0.1636607843
699	0.1634483017
700	0.1632376201
701	0.1628294391
702	0.1624275441
703	0.16214849
704	0.1617520526
705	0.1612560126
706	0.1609805006
707	0.1606908582
708	0.1604326112
709	0.1603311768
710	0.1602267126
711	0.1601256585
712	0.1599714198
713	0.1598202414
714	0.1597357755
715	0.1596365482
716	0.159370198
717	0.1591089807
718	0.158855623
719	0.1585988537
720	0.1584694469
721	0.1579898645
722	0.1577192003
723	0.1573404272
724	0.157195638
725	0.1568240203
726	0.1564581163
727	0.1562823881
728	0.156182118
729	0.1558211106
730	0.1557667767
731	0.1555265153
732	0.1553535333
733	0.1552348887
734	0.1550974878
735	0.1548593206
736	0.1545970441
737	0.1542095286
738	0.1540419263
739	0.1536933735
740	0.1535282053
741	0.1531845567
742	0.1530857189
743	0.1529228924
744	0.1524918207
745	0.1521573743
746	0.1520440711
747	0.1517822189
748	0.1516686359
749	0.1513381174
750	0.1512275891
751	0.1510698249
752	0.1510164004
753	0.1509067443
754	0.1507981775
755	0.1506441534
756	0.1503714382
757	0.1502197355
758	0.1499728696
759	0.1498732361
760	0.149782866
761	0.1497654746
762	0.1496513215
763	0.149419472
764	0.149367656
765	0.1492623982
766	0.1489960919
767	0.1488924481
768	0.1487542796
769	0.1486868489
770	0.1485851022
771	0.1485429683
772	0.148477984
773	0.1483798299
774	0.1482823407
775	0.1481870032
776	0.1480514885
777	0.1479084022
778	0.1478084673
779	0.1477140306
780	0.1475734526
781	0.1475322321
782	0.1474937419
783	0.1472395725
784	0.1469932728
785	0.1467546003
786	0.1466162484
787	0.1465282003
788	0.1464382771
789	0.1461064419
790	0.1459699909
791	0.1459334659
792	0.1458430682
793	0.1458054453
794	0.1457152353
795	0.1456263357
796	0.1454683227
797	0.1453344095
798	0.1452818093
799	0.1451942685
800	0.145063022
801	0.1450054796
802	0.1446660769
803	0.1446331212
804	0.144571797
805	0.1444856762
806	0.1442559512
807	0.1440692323
808	0.1439402893
809	0.1437231418
810	0.1435981328
811	0.1434752545
812	0.1434431266
813	0.143427797
814	0.1432183674
815	0.1431880391
816	0.1428444089
817	0.1426196017
818	0.1425366501
819	0.142455396
820	0.142420197
821	0.1420536067
822	0.1417336269
823	0.1416138908
824	0.1414330253
825	0.1413151218
826	0.1413013271
827	0.1412192219
828	0.1411325752
829	0.1410488629
830	0.1410348636
831	0.1409491239
832	0.14075872
833	0.1406773472
834	0.1405255302
835	0.1404755608
836	0.1404445088
837	0.1401124004
838	0.1400826691
839	0.1400044733
840	0.1399241441
841	0.1397120191
842	0.1396828273
843	0.1395023954
844	0.1391881441
845	0.1388788109
846	0.1387158914
847	0.1385429233
848	0.1383669921
849	0.138163142
850	0.137931881
851	0.1375888193
852	0.1375117573
853	0.1374358245
854	0.137361004
855	0.1372350734
856	0.1371871504
857	0.1371070839
858	0.1369372146
859	0.1368486774
860	0.1366843567
861	0.1366560074
862	0.136627338
863	0.1365046518
864	0.1362056678
865	0.1361772833
866	0.135985545
867	0.1359127037
868	0.1357803017
869	0.1356616733
870	0.1356489843
871	0.1356216047
872	0.1355898316
873	0.1355063844
874	0.1353401327
875	0.1351428669
876	0.1350457507
877	0.1346931443
878	0.1346225341
879	0.1346102318
880	0.1345569491
881	0.1344770266
882	0.1341790953
883	0.134153375
884	0.1341230607
885	0.1340461006
886	0.1339823399
887	0.1336577292
888	0.1333388434
889	0.1332606126
890	0.1331843179
891	0.1331548219
892	0.133105772
893	0.1330272313
894	0.1329662101
895	0.1329067409
896	0.1326247891
897	0.1326134096
898	0.1324506602
899	0.1321730373
900	0.132164866
901	0.1318915666
902	0.1318337454
903	0.1318082587
904	0.131614895
905	0.1315403884
906	0.1314668622
907	0.1313227997
908	0.1312869515
909	0.1312646114
910	0.1311884004
911	0.1310769226
912	0.1309366232
913	0.1306665209
914	0.1305041184
915	0.1304270515
916	0.1301272083
917	0.1301029168
918	0.1299321965
919	0.1298626543
920	0.1298389286
921	0.1297839785
922	0.129711864
923	0.1294340436
924	0.1291415036
925	0.1290717986
926	0.1290512064
927	0.1287947918
928	0.1287518661
929	0.1284437959
930	0.1284324525
931	0.1284068154
932	0.1283966806
933	0.1283770429
934	0.1282406333
935	0.1281911213
936	0.1280514692
937	0.1278799257
938	0.1276303523
939	0.1275050711
940	0.1274569798
941	0.127205526
942	0.1269334101
943	0.1267691578
944	0.1266966947
945	0.1266742688
946	0.1266038549
947	0.1263487699
948	0.1263390319
949	0.1261783433
950	0.1261097697
951	0.1260428414
952	0.1259696724
953	0.1258582003
954	0.1258366815
955	0.1257598409
956	0.1256917143
957	0.1256705821
958	0.1254279423
959	0.125194665
960	0.1249374851
961	0.124684864
962	0.1246166398
963	0.1244643073
964	0.1242393591
965	0.1241125591
966	0.124025291
967	0.1239620798
968	0.123840046
969	0.1237708228
970	0.1237005894
971	0.1235476624
972	0.1233262216
973	0.1230850778
974	0.1230749139
975	0.122930746
976	0.122715874
977	0.1226477314
978	0.1225383774
979	0.1223048257
980	0.1221588425
981	0.1219492879
982	0.1219414328
983	0.1219204941
984	0.1216969345
985	0.1215819803
986	0.1214662242
987	0.1214561793
988	0.1214352532
989	0.121322804
990	0.1212990014
991	0.1210725956
992	0.1209127119
993	0.1207959093
994	0.1207732521
995	0.1207631811
996	0.1207058292
997	0.1205978457
998	0.1205759334
999	0.1204699211
